code,metric,axis,rate,dec_p_flip,dec_p_ins,dec_p_del,dec_p_ovr_erase,decision_depth,max_drift,trials,ref_bits,edit_distance,edit_rate,lock_bits,mean_lock,detect_samples,mean_detect
K3_R1_2,edit,delete,0.0133,0.005,0.001,0.0133,0,24,8,30,119280,882,0.0073943662,,,,
K3_R1_2,edit,delete,0.02,0.005,0.001,0.02,0,24,8,30,119280,1330,0.011150235,,,,
K3_R1_2,edit,delete,0.0267,0.005,0.001,0.0267,0,24,8,30,119280,2255,0.018905097,,,,
K3_R1_2,edit,delete,0.0333,0.005,0.001,0.0333,0,24,8,30,119280,4802,0.040258216,,,,
K3_R1_2,edit,delete,0.04,0.005,0.001,0.04,0,24,8,30,119280,7555,0.063338364,,,,
K3_R1_2,edit,delete,0.0467,0.005,0.001,0.0467,0,24,8,30,119280,10777,0.090350436,,,,
K3_R1_2,edit,delete,0.0533,0.005,0.001,0.0533,0,24,8,30,119280,14255,0.11950872,,,,
K3_R1_2,edit,delete,0.06,0.005,0.001,0.06,0,24,8,30,119280,17690,0.14830651,,,,
K3_R1_2,edit,delete,0.0667,0.005,0.001,0.0667,0,24,8,30,119280,11334,0.095020121,,,,
K3_R1_2,edit,delete,0.0733,0.005,0.001,0.0733,0,24,8,30,119280,13967,0.11709423,,,,
K3_R1_2,edit,delete,0.08,0.005,0.001,0.08,0,24,8,30,119280,17438,0.14619383,,,,
K3_R1_2,edit,delete,0.09,0.005,0.001,0.09,0,24,8,30,119280,19055,0.15975017,,,,
K3_R1_2,edit,delete,0.1,0.005,0.001,0.1,0,24,8,30,119280,12662,0.10615359,,,,
K3_R1_2,edit,delete,0.11,0.005,0.001,0.11,0,24,8,30,119280,15581,0.13062542,,,,
K3_R1_2,edit,delete,0.12,0.005,0.001,0.12,0,24,8,30,119280,19342,0.16215627,,,,
K3_R1_2,edit,delete,0.13,0.005,0.001,0.13,0,24,8,30,119280,20354,0.17064051,,,,
K3_R1_2,edit,delete,0.14,0.005,0.001,0.14,0,24,8,30,119280,24635,0.20653085,,,,
K3_R1_2,edit,delete,0.1533,0.005,0.001,0.1533,0,24,8,30,119280,24432,0.20482897,,,,
K3_R1_2,edit,delete,0.1667,0.005,0.001,0.1667,0,24,8,30,119280,35687,0.29918679,,,,
K3_R1_2,edit,delete,0.18,0.005,0.001,0.18,0,24,8,30,119280,36801,0.30852616,,,,
K3_R1_2,edit,delete,0.1967,0.005,0.001,0.1967,0,24,8,30,119280,33867,0.28392857,,,,
K3_R1_2,edit,delete,0.2133,0.005,0.001,0.2133,0,24,8,30,119280,29437,0.24678907,,,,
K3_R1_2,edit,delete,0.23,0.005,0.001,0.23,0,24,8,30,119280,37181,0.31171194,,,,
K3_R1_2,edit,delete,0.26,0.005,0.001,0.26,0,24,8,30,119280,49612,0.41592891,,,,
K3_R1_2,edit,delete,0.29,0.005,0.001,0.29,0,24,8,30,119280,44985,0.37713783,,,,
K3_R1_2,edit,erase,0,0.005,0,0,0.001,24,0,30,119280,0,0,,,,
K3_R1_2,edit,erase,0.1,0.005,0,0,0.1,24,0,30,119280,5,4.1918176e-05,,,,
K3_R1_2,edit,erase,0.2,0.005,0,0,0.2,24,0,30,119280,88,0.00073775989,,,,
K3_R1_2,edit,delete,0.32,0.005,0.001,0.32,0,24,8,30,119280,60000,0.50301811,,,,
K3_R1_2,edit,erase,0.3,0.005,0,0,0.3,24,0,30,119280,1393,0.011678404,,,,
K3_R1_2,edit,erase,0.34,0.005,0,0,0.34,24,0,30,119280,2951,0.024740107,,,,
K3_R1_2,edit,erase,0.38,0.005,0,0,0.38,24,0,30,119280,5962,0.049983233,,,,
K3_R1_2,edit,erase,0.42,0.005,0,0,0.42,24,0,30,119280,11138,0.093376928,,,,
K3_R1_2,edit,erase,0.4467,0.005,0,0,0.4467,24,0,30,119280,17443,0.14623575,,,,
K3_R1_2,edit,erase,0.4733,0.005,0,0,0.4733,24,0,30,119280,22939,0.19231221,,,,
K3_R1_2,edit,erase,0.5,0.005,0,0,0.5,24,0,30,119280,30940,0.25938967,,,,
K3_R1_2,edit,erase,0.5267,0.005,0,0,0.5267,24,0,30,119280,39718,0.33298122,,,,
K3_R1_2,edit,erase,0.5533,0.005,0,0,0.5533,24,0,30,119280,49179,0.41229879,,,,
K3_R1_2,edit,erase,0.58,0.005,0,0,0.58,24,0,30,119280,58815,0.4930835,,,,
K3_R1_2,edit,erase,0.6033,0.005,0,0,0.6033,24,0,30,119280,67911,0.56934105,,,,
K3_R1_2,edit,erase,0.6267,0.005,0,0,0.6267,24,0,30,119280,75546,0.6333501,,,,
K3_R1_2,edit,erase,0.65,0.005,0,0,0.65,24,0,30,119280,82091,0.68822099,,,,
K3_R1_2,edit,erase,0.6733,0.005,0,0,0.6733,24,0,30,119280,89702,0.75202884,,,,
K3_R1_2,edit,erase,0.6967,0.005,0,0,0.6967,24,0,30,119280,94987,0.79633635,,,,
K3_R1_2,edit,erase,0.72,0.005,0,0,0.72,24,0,30,119280,99974,0.83814554,,,,
K3_R1_2,edit,erase,0.7433,0.005,0,0,0.7433,24,0,30,119280,104233,0.87385144,,,,
K3_R1_2,edit,erase,0.7667,0.005,0,0,0.7667,24,0,30,119280,107818,0.90390677,,,,
K3_R1_2,edit,erase,0.79,0.005,0,0,0.79,24,0,30,119280,110448,0.92595573,,,,
K3_R1_2,edit,erase,0.8133,0.005,0,0,0.8133,24,0,30,119280,112698,0.94481891,,,,
K3_R1_2,edit,erase,0.8367,0.005,0,0,0.8367,24,0,30,119280,114643,0.96112508,,,,
K3_R1_2,edit,erase,0.86,0.005,0,0,0.86,24,0,30,119280,116101,0.97334842,,,,
K3_R1_2,edit,erase,0.88,0.005,0,0,0.88,24,0,30,119280,116916,0.98018109,,,,
K3_R1_2,edit,erase,0.9,0.005,0,0,0.9,24,0,30,119280,117854,0.98804494,,,,
K3_R1_2,lock,flip,0,0.001,0,0,0,24,0,30,,,,118590,0.99997315,,
K3_R1_2,lock,flip,0.0133,0.0133,0,0,0,24,0,30,,,,118590,0.97288318,,
K3_R1_2,lock,flip,0.0267,0.0267,0,0,0,24,0,30,,,,118590,0.96025997,,
K3_R1_2,lock,flip,0.04,0.04,0,0,0,24,0,30,,,,118590,0.95159692,,
K3_R1_2,lock,flip,0.05,0.05,0,0,0,24,0,30,,,,118590,0.94886068,,
K3_R1_2,lock,flip,0.06,0.06,0,0,0,24,0,30,,,,118590,0.94812161,,
K3_R1_2,lock,flip,0.07,0.07,0,0,0,24,0,30,,,,118590,0.94729496,,
K3_R1_2,edit,erase,0.92,0.005,0,0,0.92,24,0,30,119280,118365,0.99232897,,,,
K3_R1_2,lock,flip,0.08,0.08,0,0,0,24,0,30,,,,118590,0.94783818,,
K3_R1_2,lock,flip,0.09,0.09,0,0,0,24,0,30,,,,118590,0.95070447,,
K3_R1_2,lock,flip,0.1,0.1,0,0,0,24,0,30,,,,118590,0.95422719,,
K3_R1_2,lock,flip,0.1133,0.1133,0,0,0,24,0,30,,,,118590,0.96389502,,
K3_R1_2,lock,flip,0.1267,0.1267,0,0,0,24,0,30,,,,118590,0.97561112,,
K3_R1_2,lock,flip,0.14,0.14,0,0,0,24,0,30,,,,118590,0.98619367,,
K3_R1_2,lock,flip,0.16,0.16,0,0,0,24,0,30,,,,118590,0.99765167,,
K3_R1_2,lock,flip,0.18,0.18,0,0,0,24,0,30,,,,118590,0.99998547,,
K3_R1_2,lock,flip,0.2,0.2,0,0,0,24,0,30,,,,118590,1,,
K3_R1_2,lock,flip,0.25,0.25,0,0,0,24,0,30,,,,118590,1,,
K3_R1_2,lock,flip,0.3,0.3,0,0,0,24,0,30,,,,118590,1,,
K3_R1_2,lock,flip,0.35,0.35,0,0,0,24,0,30,,,,118590,1,,
K3_R1_2,lock,flip,0.5667,0.5667,0,0,0,24,0,30,,,,118590,1,,
K3_R1_2,lock,flip,0.7833,0.7833,0,0,0,24,0,30,,,,118590,1,,
K3_R1_2,lock,flip,1,0.999,0,0,0,24,0,30,,,,118590,0.99997315,,
K3_R1_2,lock,insert,0,0.005,0.001,0.001,0,24,8,30,,,,118470,1,,
K3_R1_2,lock,insert,0.0133,0.005,0.0133,0.001,0,24,8,30,,,,118609,0.97001178,,
K3_R1_2,lock,insert,0.0267,0.005,0.0267,0.001,0,24,8,30,,,,118830,0.94684331,,
K3_R1_2,lock,insert,0.04,0.005,0.04,0.001,0,24,8,30,,,,119194,0.92652069,,
K3_R1_2,lock,insert,0.0533,0.005,0.0533,0.001,0,24,8,30,,,,119735,0.90652144,,
K3_R1_2,lock,insert,0.0667,0.005,0.0667,0.001,0,24,8,30,,,,120433,0.88965634,,
K3_R1_2,lock,insert,0.08,0.005,0.08,0.001,0,24,8,30,,,,120938,0.87583471,,
K3_R1_2,lock,insert,0.0967,0.005,0.0967,0.001,0,24,8,30,,,,121880,0.85986213,,
K3_R1_2,lock,insert,0.1133,0.005,0.1133,0.001,0,24,8,30,,,,121833,0.84716858,,
K3_R1_2,lock,insert,0.13,0.005,0.13,0.001,0,24,8,30,,,,121696,0.83884904,,
K3_R1_2,lock,insert,0.15,0.005,0.15,0.001,0,24,8,30,,,,122150,0.83179805,,
K3_R1_2,lock,insert,0.17,0.005,0.17,0.001,0,24,8,30,,,,123240,0.82541389,,
K3_R1_2,lock,insert,0.19,0.005,0.19,0.001,0,24,8,30,,,,123563,0.8223653,,
K3_R1_2,lock,insert,0.2133,0.005,0.2133,0.001,0,24,8,30,,,,125053,0.82173901,,
K3_R1_2,lock,insert,0.2367,0.005,0.2367,0.001,0,24,8,30,,,,125985,0.82394152,,
K3_R1_2,lock,insert,0.26,0.005,0.26,0.001,0,24,8,30,,,,126900,0.82544545,,
K3_R1_2,lock,insert,0.2867,0.005,0.2867,0.001,0,24,8,30,,,,126900,0.83254059,,
K3_R1_2,lock,insert,0.3133,0.005,0.3133,0.001,0,24,8,30,,,,126900,0.83716952,,
K3_R1_2,lock,insert,0.34,0.005,0.34,0.001,0,24,8,30,,,,126900,0.84441663,,
K3_R1_2,lock,insert,0.3767,0.005,0.3767,0.001,0,24,8,30,,,,126900,0.85500184,,
K3_R1_2,lock,insert,0.4133,0.005,0.4133,0.001,0,24,8,30,,,,126900,0.86496849,,
K3_R1_2,lock,insert,0.45,0.005,0.45,0.001,0,24,8,30,,,,126900,0.87946481,,
K3_R1_2,lock,insert,0.5167,0.005,0.5167,0.001,0,24,8,30,,,,126900,0.90078974,,
K3_R1_2,lock,insert,0.5833,0.005,0.5833,0.001,0,24,8,30,,,,126900,0.92153371,,
K3_R1_2,lock,insert,0.65,0.005,0.65,0.001,0,24,8,30,,,,126900,0.94042824,,
K3_R1_2,lock,insert,0.7667,0.005,0.7667,0.001,0,24,8,30,,,,126900,0.97016313,,
K3_R1_2,lock,insert,0.8833,0.005,0.8833,0.001,0,24,8,30,,,,126900,0.99442664,,
K3_R1_2,lock,insert,1,0.005,0.998,0.001,0,24,8,30,,,,126900,1,,
K3_R1_2,lock,delete,0,0.005,0.001,0.001,0,24,8,30,,,,118470,1,,
K3_R1_2,lock,delete,0.0133,0.005,0.001,0.0133,0,24,8,30,,,,118318,0.9703321,,
K3_R1_2,lock,delete,0.0267,0.005,0.001,0.0267,0,24,8,30,,,,117965,0.94842184,,
K3_R1_2,lock,delete,0.04,0.005,0.001,0.04,0,24,8,30,,,,117432,0.9303039,,
K3_R1_2,lock,delete,0.0533,0.005,0.001,0.0533,0,24,8,30,,,,116573,0.91522405,,
K3_R1_2,lock,delete,0.0667,0.005,0.001,0.0667,0,24,8,30,,,,117252,0.90313747,,
K3_R1_2,lock,delete,0.08,0.005,0.001,0.08,0,24,8,30,,,,116869,0.89151382,,
K3_R1_2,lock,delete,0.0967,0.005,0.001,0.0967,0,24,8,30,,,,116185,0.88273665,,
K3_R1_2,lock,delete,0.1133,0.005,0.001,0.1133,0,24,8,30,,,,115295,0.87811308,,
K3_R1_2,lock,delete,0.13,0.005,0.001,0.13,0,24,8,30,,,,114143,0.87705992,,
K3_R1_2,lock,delete,0.15,0.005,0.001,0.15,0,24,8,30,,,,112762,0.87706,,
K3_R1_2,lock,delete,0.17,0.005,0.001,0.17,0,24,8,30,,,,110950,0.87804416,,
K3_R1_2,lock,delete,0.19,0.005,0.001,0.19,0,24,8,30,,,,109037,0.88236869,,
K3_R1_2,lock,delete,0.2267,0.005,0.001,0.2267,0,24,8,30,,,,105774,0.89416184,,
K3_R1_2,lock,delete,0.2633,0.005,0.001,0.2633,0,24,8,30,,,,101777,0.90913505,,
K3_R1_2,lock,delete,0.3,0.005,0.001,0.3,0,24,8,30,,,,96839,0.92473728,,
K3_R1_2,lock,delete,0.3667,0.005,0.001,0.3667,0,24,8,30,,,,88227,0.95634362,,
K3_R1_2,lock,delete,0.4333,0.005,0.001,0.4333,0,24,8,30,,,,79086,0.98837925,,
K3_R1_2,lock,delete,0.5,0.005,0.001,0.5,0,24,8,30,,,,118258,1,,
K3_R1_2,lock,delete,0.6,0.005,0.001,0.6,0,24,8,30,,,,93970,1,,
K3_R1_2,lock,delete,0.7,0.005,0.001,0.7,0,24,8,30,,,,69882,1,,
K3_R1_2,lock,delete,0.8,0.005,0.001,0.8,0,24,8,30,,,,46154,1,,
K3_R1_2,lock,delete,0.8333,0.005,0.001,0.8333,0,24,8,30,,,,38224,1,,
K3_R1_2,lock,delete,0.8667,0.005,0.001,0.8667,0,24,8,30,,,,30392,1,,
K3_R1_2,lock,delete,0.9,0.005,0.001,0.9,0,24,8,30,,,,22286,1,,
K3_R1_2,lock,delete,0.9167,0.005,0.001,0.9167,0,24,8,30,,,,18106,1,,
K3_R1_2,lock,delete,0.9333,0.005,0.001,0.9333,0,24,8,30,,,,14315,1,,
K3_R1_2,lock,delete,0.95,0.005,0.001,0.95,0,24,8,30,,,,10395,1,,
K3_R1_2,lock,delete,0.9667,0.005,0.001,0.9667,0,24,8,30,,,,6236,1,,
K3_R1_2,lock,delete,1,0.005,0.001,0.998,0,24,8,30,,,,0,0,,
K3_R1_2,lock,delete,0.9833,0.005,0.001,0.9833,0,24,8,30,,,,2202,1,,
K3_R1_2,lock,erase,0,0.005,0,0,0.001,24,0,30,,,,118590,1,,
K3_R1_2,lock,erase,0.02,0.005,0,0,0.02,24,0,30,,,,118590,0.98310276,,
K3_R1_2,lock,erase,0.04,0.005,0,0,0.04,24,0,30,,,,118590,0.97861101,,
K3_R1_2,lock,erase,0.06,0.005,0,0,0.06,24,0,30,,,,118590,0.97845619,,
K3_R1_2,lock,erase,0.09,0.005,0,0,0.09,24,0,30,,,,118590,0.97625961,,
K3_R1_2,lock,erase,0.12,0.005,0,0,0.12,24,0,30,,,,118590,0.97608905,,
K3_R1_2,lock,erase,0.15,0.005,0,0,0.15,24,0,30,,,,118590,0.9772269,,
K3_R1_2,lock,erase,0.1933,0.005,0,0,0.1933,24,0,30,,,,118590,0.97841716,,
K3_R1_2,lock,erase,0.2367,0.005,0,0,0.2367,24,0,30,,,,118590,0.98007527,,
K3_R1_2,lock,erase,0.28,0.005,0,0,0.28,24,0,30,,,,118590,0.9827667,,
K3_R1_2,lock,erase,0.3367,0.005,0,0,0.3367,24,0,30,,,,118590,0.98793618,,
K3_R1_2,lock,erase,0.3933,0.005,0,0,0.3933,24,0,30,,,,118590,0.99281995,,
K3_R1_2,lock,erase,0.45,0.005,0,0,0.45,24,0,30,,,,118590,0.99840703,,
K3_R1_2,lock,erase,0.5167,0.005,0,0,0.5167,24,0,30,,,,118590,0.99998151,,
K3_R1_2,lock,erase,0.5833,0.005,0,0,0.5833,24,0,30,,,,118590,0.98973497,,
K3_R1_2,lock,erase,0.65,0.005,0,0,0.65,24,0,30,,,,118590,0.97207502,,
K3_R1_2,lock,erase,0.7167,0.005,0,0,0.7167,24,0,30,,,,118590,0.94446586,,
K3_R1_2,lock,erase,0.7833,0.005,0,0,0.7833,24,0,30,,,,118590,0.89945324,,
K3_R1_2,lock,erase,0.85,0.005,0,0,0.85,24,0,30,,,,118590,0.83072036,,
K3_R1_2,lock,erase,0.9,0.005,0,0,0.9,24,0,30,,,,118590,0.75636524,,
K3_R1_2,lock,erase,0.95,0.005,0,0,0.95,24,0,30,,,,118590,0.67570111,,
K3_R1_2,lock,erase,1,0.005,0,0,0.999,24,0,30,,,,118590,1,,
K7_R1_2,edit,flip,0,0.001,0,0,0,56,0,30,118320,0,0,,,,
K7_R1_2,edit,flip,0.0133,0.0133,0,0,0,56,0,30,118320,0,0,,,,
K7_R1_2,edit,flip,0.0267,0.0267,0,0,0,56,0,30,118320,6,5.0709939e-05,,,,
K7_R1_2,edit,flip,0.04,0.04,0,0,0,56,0,30,118320,126,0.0010649087,,,,
K7_R1_2,edit,flip,0.0467,0.0467,0,0,0,56,0,30,118320,203,0.0017156863,,,,
K7_R1_2,edit,flip,0.0533,0.0533,0,0,0,56,0,30,118320,601,0.0050794456,,,,
K7_R1_2,edit,flip,0.06,0.06,0,0,0,56,0,30,118320,1091,0.0092207573,,,,
K7_R1_2,edit,flip,0.0667,0.0667,0,0,0,56,0,30,118320,3191,0.026969236,,,,
K7_R1_2,edit,flip,0.0733,0.0733,0,0,0,56,0,30,118320,3049,0.025769101,,,,
K7_R1_2,edit,flip,0.08,0.08,0,0,0,56,0,30,118320,3565,0.030130156,,,,
K7_R1_2,edit,flip,0.0867,0.0867,0,0,0,56,0,30,118320,8851,0.074805612,,,,
K7_R1_2,edit,flip,0.0933,0.0933,0,0,0,56,0,30,118320,11721,0.099061866,,,,
K7_R1_2,edit,flip,0.1,0.1,0,0,0,56,0,30,118320,12265,0.10365957,,,,
K7_R1_2,edit,flip,0.11,0.11,0,0,0,56,0,30,118320,29747,0.25141143,,,,
K7_R1_2,edit,flip,0.12,0.12,0,0,0,56,0,30,118320,21178,0.17898918,,,,
K7_R1_2,edit,flip,0.13,0.13,0,0,0,56,0,30,118320,41365,0.34960277,,,,
K7_R1_2,edit,flip,0.14,0.14,0,0,0,56,0,30,118320,45766,0.38679851,,,,
K7_R1_2,edit,flip,0.15,0.15,0,0,0,56,0,30,118320,51700,0.43695064,,,,
K7_R1_2,edit,flip,0.16,0.16,0,0,0,56,0,30,118320,40436,0.34175118,,,,
K7_R1_2,edit,flip,0.1733,0.1733,0,0,0,56,0,30,118320,56870,0.48064571,,,,
K7_R1_2,edit,flip,0.1867,0.1867,0,0,0,56,0,30,118320,63473,0.53645199,,,,
K7_R1_2,edit,flip,0.2,0.2,0,0,0,56,0,30,118320,48238,0.40769101,,,,
K7_R1_2,edit,flip,0.2167,0.2167,0,0,0,56,0,30,118320,47145,0.39845335,,,,
K7_R1_2,edit,flip,0.2333,0.2333,0,0,0,56,0,30,118320,52988,0.44783638,,,,
K7_R1_2,edit,flip,0.25,0.25,0,0,0,56,0,30,118320,51354,0.43402637,,,,
K7_R1_2,edit,flip,0.2733,0.2733,0,0,0,56,0,30,118320,52618,0.44470926,,,,
K7_R1_2,edit,flip,0.2967,0.2967,0,0,0,56,0,30,118320,71789,0.60673597,,,,
K7_R1_2,edit,flip,0.32,0.32,0,0,0,56,0,30,118320,56031,0.47355477,,,,
K7_R1_2,edit,insert,0,0.005,0.001,0.001,0,56,8,30,118320,0,0,,,,
K7_R1_2,edit,insert,0.0133,0.005,0.0133,0.001,0,56,8,30,118320,242,0.0020453009,,,,
K7_R1_2,edit,insert,0.0267,0.005,0.0267,0.001,0,56,8,30,118320,789,0.006668357,,,,
K7_R1_2,edit,insert,0.04,0.005,0.04,0.001,0,56,8,30,118320,1423,0.012026707,,,,
K7_R1_2,edit,insert,0.0467,0.005,0.0467,0.001,0,56,8,30,118320,1754,0.014824206,,,,
K7_R1_2,edit,insert,0.0533,0.005,0.0533,0.001,0,56,8,30,118320,1157,0.0097785666,,,,
K7_R1_2,edit,insert,0.06,0.005,0.06,0.001,0,56,8,30,118320,1345,0.011367478,,,,
K7_R1_2,edit,insert,0.0667,0.005,0.0667,0.001,0,56,8,30,118320,1465,0.012381677,,,,
K7_R1_2,edit,insert,0.0733,0.005,0.0733,0.001,0,56,8,30,118320,4225,0.035708249,,,,
K7_R1_2,edit,insert,0.08,0.005,0.08,0.001,0,56,8,30,118320,5638,0.047650439,,,,
K7_R1_2,edit,insert,0.09,0.005,0.09,0.001,0,56,8,30,118320,7945,0.067148411,,,,
K7_R1_2,edit,insert,0.1,0.005,0.1,0.001,0,56,8,30,118320,8993,0.076005747,,,,
K7_R1_2,edit,insert,0.11,0.005,0.11,0.001,0,56,8,30,118320,11631,0.098301217,,,,
K7_R1_2,edit,insert,0.12,0.005,0.12,0.001,0,56,8,30,118320,13832,0.11690331,,,,
K7_R1_2,edit,insert,0.13,0.005,0.13,0.001,0,56,8,30,118320,13573,0.11471433,,,,
K7_R1_2,edit,insert,0.14,0.005,0.14,0.001,0,56,8,30,118320,17402,0.14707573,,,,
K7_R1_2,edit,insert,0.1533,0.005,0.1533,0.001,0,56,8,30,118320,17435,0.14735463,,,,
K7_R1_2,edit,insert,0.1667,0.005,0.1667,0.001,0,56,8,30,118320,20313,0.1716785,,,,
K7_R1_2,edit,insert,0.18,0.005,0.18,0.001,0,56,8,30,118320,22735,0.19214841,,,,
K7_R1_2,edit,insert,0.1933,0.005,0.1933,0.001,0,56,8,30,118320,26330,0.22253212,,,,
K7_R1_2,edit,insert,0.2067,0.005,0.2067,0.001,0,56,8,30,118320,28124,0.23769439,,,,
K7_R1_2,edit,insert,0.22,0.005,0.22,0.001,0,56,8,30,118320,34972,0.29557133,,,,
